id,nation,resid,age,income,educ,occup,gender,area,nation_o,resid_o
1063755,4,4,2,3,2,2,2,1,4,4
1063756,4,4,5,3,2,5,1,1,4,4
1063757,4,4,4,6,2,2,1,1,4,4
1063758,4,4,3,7,2,2,2,1,4,4
1063759,4,4,2,8,2,99,2,1,4,4
1063760,4,4,2,8,2,11,2,1,4,4
1063761,2,3,2,3,1,5,2,1,2,3
1063762,4,4,2,7,1,3,1,1,4,4
1063763,2,3,2,3,2,11,2,1,2,3
1063764,2,3,1,8,1,11,2,1,2,3
1063765,2,3,1,8,1,11,2,1,2,3
1063766,2,3,2,4,2,4,2,1,2,3
1063767,70,70,7,8,3,12,1,1,72,72
1063768,70,70,3,8,2,2,1,1,79,79
1063769,60,60,5,6,2,2,1,1,60,60
1063770,2,2,5,3,3,2,1,1,2,2
1063771,2,3,3,4,2,2,1,1,2,3
1063772,2,3,5,8,2,10,2,1,2,3
1063773,2,2,6,8,1,12,2,1,2,2
1063774,2,2,4,3,2,5,2,1,2,2
1063775,2,2,4,2,2,2,1,1,2,2
1063776,53,53,7,8,2,12,2,1,53,53
1063777,55,55,5,3,2,2,2,1,55,55
1063778,55,55,4,3,2,2,1,1,55,55
1063779,60,60,4,5,2,2,1,1,60,60
1063780,2,2,3,3,1,1,2,1,2,2
1063781,90,90,2,6,3,2,1,1,901,901
1063782,90,90,3,4,3,2,1,1,921,921
1063783,2,2,3,5,2,1,1,1,2,2
1063784,2,2,3,3,2,5,2,1,2,2
1063785,70,70,3,5,2,2,1,1,73,73
1063786,60,60,2,8,2,11,2,1,60,60
1063787,60,60,3,7,2,2,1,1,60,60
1063788,2,3,5,3,1,3,2,1,2,3
1063789,2,3,3,3,2,2,2,1,2,3
1063790,53,53,2,2,2,5,1,1,53,53
1063791,55,55,3,3,2,2,2,1,55,55
1063792,53,53,3,2,2,4,2,1,53,53
1063793,55,55,4,3,2,2,2,1,55,55
1063794,1,1,2,4,2,2,2,1,1,1
1063795,1,1,7,3,2,12,1,1,1,1
1063796,1,1,4,5,1,4,2,1,1,1
1063797,1,1,6,3,2,12,1,1,1,1
1063798,1,1,5,8,2,10,2,1,1,1
1063799,1,1,7,3,1,12,1,1,1,1
1063800,2,2,4,8,2,10,2,1,2,2
1063801,2,2,2,3,2,4,1,1,2,2
1063802,51,51,2,8,2,11,2,1,51,51
1063803,51,51,2,2,2,5,1,1,51,51
1063804,50,50,3,5,2,1,1,1,50,50
1063805,50,50,2,1,2,5,2,1,50,50
1063806,2,3,5,4,1,4,1,1,2,3
1063807,2,3,2,8,2,11,1,1,2,3
1063808,2,3,5,8,2,12,1,1,2,3
1063809,50,50,3,3,2,5,2,1,50,50
1063810,50,50,3,3,1,5,1,1,50,50
1063811,2,2,3,3,2,1,1,1,2,2
1063812,2,2,3,2,2,4,2,1,2,2
1063813,1,1,2,4,2,2,2,1,1,1
1063814,1,1,4,5,2,4,2,1,1,1
1063815,2,3,2,1,2,4,2,1,2,3
1063816,1,1,6,8,2,12,1,1,1,1
1063817,1,1,5,5,2,4,2,1,1,1
1063818,1,1,4,8,1,10,2,1,1,1
1063819,1,1,3,4,2,4,2,1,1,1
1063820,2,3,4,4,1,2,2,1,2,3
1063821,2,3,2,8,2,11,2,1,2,3
1063822,2,3,2,4,2,2,2,1,2,3
1063823,2,3,3,1,2,4,2,1,2,3
1063824,2,3,2,5,2,4,2,1,2,3
1063825,4,4,3,3,3,2,2,1,4,4
1063826,4,4,3,4,2,4,2,1,4,4
1063827,4,4,5,5,1,1,1,1,4,4
1063828,4,4,5,5,1,5,1,1,4,4
1063829,4,4,6,7,1,1,1,1,4,4
1063830,4,4,3,3,2,2,1,1,4,4
1063831,4,4,2,3,2,3,1,1,4,4
1063832,4,4,5,6,3,1,1,1,4,4
1063833,4,4,2,8,2,11,1,1,4,4
1063834,4,4,3,4,2,5,1,1,4,4
1063835,2,2,5,8,2,2,1,1,2,2
1063836,60,60,3,4,2,2,1,1,60,60
1063837,2,2,5,8,1,2,2,1,2,2
1063838,2,2,4,3,2,2,2,1,2,2
1063839,60,60,5,7,2,1,2,1,60,60
1063840,70,70,3,5,2,2,1,1,72,72
1063841,2,3,2,8,2,2,2,1,2,3
1063842,50,50,2,8,2,11,1,1,50,50
1063843,70,70,3,8,2,2,1,1,73,73
1063844,53,53,5,6,2,2,2,1,53,53
1063845,53,53,2,8,2,2,2,1,53,53
1063846,53,53,5,8,2,2,1,1,53,53
1063847,2,3,3,4,2,2,2,1,2,3
1063848,55,55,3,8,2,2,1,1,55,55
1063849,55,55,3,3,2,2,2,1,55,55
1063850,53,53,3,2,2,5,2,1,53,53
1063851,2,3,3,3,2,2,2,1,2,3
1063852,70,70,4,5,3,1,1,1,79,79
1063853,2,2,3,4,2,2,1,1,2,2
1063854,2,2,3,2,2,2,2,1,2,2
1063855,2,2,2,8,2,11,2,1,2,2
1063856,60,60,5,7,3,2,1,1,60,60
1063857,2,3,2,3,2,2,2,1,2,3
1063858,60,60,3,2,2,3,2,1,60,60
1063859,80,80,2,5,2,2,1,1,82,82
1063860,53,53,4,8,2,2,2,1,53,53
1063861,53,53,4,6,3,2,2,1,53,53
1063862,70,70,5,6,2,2,1,1,73,73
1063863,55,55,4,8,2,2,1,1,55,55
1063864,60,60,4,8,2,2,2,1,60,60
1063865,60,60,2,8,2,11,2,1,60,60
1063866,2,2,3,4,2,2,1,1,2,2
1063867,2,2,2,8,2,2,2,1,2,2
1063868,2,2,2,8,2,2,2,1,2,2
1063869,80,80,3,8,2,2,2,1,81,81
1063870,2,3,3,3,2,2,2,1,2,3
1063871,2,3,5,8,1,2,2,1,2,3
1063872,54,54,5,8,1,10,2,1,54,54
1063873,54,54,5,8,1,10,2,1,54,54
1063874,54,54,4,5,1,1,2,1,54,54
1063875,54,54,3,3,3,2,2,1,54,54
1063876,54,54,6,8,1,99,1,1,54,54
1063877,1,1,3,3,2,3,1,1,1,1
1063878,50,50,3,3,2,4,2,1,50,50
1063879,2,3,4,2,1,1,1,1,2,3
1063880,4,4,2,1,2,11,1,1,4,4
1063881,4,4,2,8,2,11,1,1,4,4
1063882,2,3,5,3,2,2,2,1,2,3
1063883,1,1,2,2,1,4,2,1,1,1
1063884,52,52,3,3,1,1,1,1,52,52
1063885,50,50,4,4,2,5,1,1,50,50
1063886,50,50,2,8,2,11,2,1,50,50
1063887,2,2,2,2,2,3,2,1,2,2
1063888,2,2,2,8,2,11,2,1,2,2
1063889,2,3,3,4,3,5,2,1,2,3
1063890,2,3,2,8,2,11,1,1,2,3
1063891,2,3,2,3,1,5,1,1,2,3
1063892,1,1,6,5,1,12,1,1,1,1
1063893,1,1,5,4,2,4,2,1,1,1
1063894,1,1,1,8,1,11,1,1,1,1
1063895,1,1,7,4,2,12,2,1,1,1
1063896,1,1,6,6,2,1,1,1,1,1
1063897,1,1,4,5,2,4,2,1,1,1
1063898,2,2,3,2,2,1,2,1,2,2
1063899,51,51,6,6,1,3,2,1,51,51
1063900,4,4,2,8,2,11,2,1,4,4
1063901,4,4,2,8,2,11,1,1,4,4
1063902,51,51,2,8,2,11,2,1,51,51
1063903,4,4,4,4,2,3,1,1,4,4
1063904,4,4,2,3,2,3,1,1,4,4
1063905,4,4,2,6,3,2,2,1,4,4
1063906,4,4,4,7,3,7,2,1,4,4
1063907,4,4,4,7,2,1,1,1,4,4
1063908,4,4,1,99,1,11,2,1,4,4
1063909,2,3,4,1,2,4,2,1,2,3
1063910,2,3,2,3,2,4,2,1,2,3
1063911,2,3,3,5,3,2,2,1,2,3
1063912,90,90,5,3,2,2,2,1,921,921
1063913,4,4,4,8,3,10,2,1,4,4
1063914,4,4,2,8,2,11,1,1,4,4
1063915,4,4,2,8,2,11,1,1,4,4
1063916,4,4,4,3,2,4,2,1,4,4
1063917,50,50,3,2,2,5,1,1,50,50
1063918,52,52,3,3,2,2,2,1,52,52
1063919,55,55,5,8,1,13,1,1,55,55
1063920,54,54,5,8,1,10,2,1,54,54
1063921,53,53,3,3,2,2,2,1,53,53
1063922,55,55,7,8,1,10,2,1,55,55
1063923,2,3,5,8,1,10,2,1,2,3
1063924,51,51,2,8,2,11,2,1,51,51
1063925,2,3,4,5,1,1,2,1,2,3
1063926,4,4,2,8,2,11,1,1,4,4
1063927,1,1,6,8,2,10,2,1,1,1
1063928,2,2,2,3,2,4,2,1,2,2
1063929,2,2,2,8,2,4,1,1,2,2
1063930,2,2,2,8,3,11,1,1,2,2
1063931,50,50,7,8,1,10,2,1,50,50
1063932,1,1,7,8,1,12,2,1,1,1
1063933,1,1,3,3,2,4,2,1,1,1
1063934,1,1,2,8,2,2,1,1,1,1
1063935,1,1,5,3,2,4,2,1,1,1
1063936,1,1,6,8,1,12,1,1,1,1
1063937,52,52,5,3,1,2,1,1,52,52
1063938,1,1,2,2,2,3,2,1,1,1
1063939,1,1,7,8,2,12,1,1,1,1
1063940,2,2,2,8,2,11,2,1,2,2
1063941,2,2,2,1,2,2,2,1,2,2
1063942,2,2,4,8,1,10,2,1,2,2
1063943,1,1,2,4,2,4,1,1,1,1
1063944,1,1,3,4,2,4,2,1,1,1
1063945,1,1,2,5,1,2,2,1,1,1
1063946,1,1,5,5,1,4,2,1,1,1
1063947,1,1,6,3,2,12,1,1,1,1
1063948,2,2,3,3,3,2,2,1,2,2
1063949,2,2,3,4,3,2,1,1,2,2
1063950,51,51,2,8,2,11,2,1,51,51
1063951,51,51,2,4,2,4,1,1,51,51
1063952,50,50,2,8,2,11,2,1,50,50
1063953,50,50,3,3,1,1,1,1,50,50
1063954,2,3,1,8,1,11,1,1,2,3
1063955,2,3,2,8,2,13,1,1,2,3
1063956,2,3,7,8,1,12,1,1,2,3
1063957,1,1,5,5,2,1,1,1,1,1
1063958,4,4,4,3,1,2,2,1,4,4
1063959,4,4,4,6,2,2,1,1,4,4
1063960,4,4,3,4,2,2,2,1,4,4
1063961,4,4,2,5,2,2,2,1,4,4
1063962,4,4,3,5,2,2,2,1,4,4
1063963,4,4,3,3,2,4,2,1,4,4
1063964,4,4,3,3,2,2,1,1,4,4
1063965,4,4,4,8,2,10,2,1,4,4
1063966,4,4,4,5,3,2,1,1,4,4
1063967,4,4,4,6,2,2,1,1,4,4
1063968,52,52,5,8,2,2,1,1,52,52
1063969,51,51,2,3,2,2,1,1,51,51
1063970,2,3,2,2,2,3,2,1,2,3
1063971,2,3,1,8,1,11,1,1,2,3
1063972,2,3,3,2,1,4,2,1,2,3
1063973,52,52,4,3,2,5,1,1,52,52
1063974,2,2,3,3,2,5,2,1,2,2
1063975,2,2,2,3,3,2,2,1,2,2
1063976,80,80,3,6,3,2,1,1,81,81
1063977,2,2,3,8,2,5,1,1,2,2
1063978,2,2,3,2,2,1,1,1,2,2
1063979,60,60,5,6,3,2,2,1,60,60
1063980,60,60,3,7,2,2,1,1,60,60
1063981,60,60,4,5,2,2,2,1,60,60
1063982,2,3,2,5,2,3,1,1,2,3
1063983,55,55,1,8,1,11,1,1,55,55
1063984,55,55,4,8,2,1,2,1,55,55
1063985,55,55,6,8,1,10,2,1,55,55
1063986,53,53,3,1,3,2,2,1,53,53
1063987,54,54,3,3,2,1,1,1,54,54
1063988,2,3,4,3,1,4,2,1,2,3
1063989,55,55,2,2,2,2,2,1,55,55
1063990,2,3,3,3,1,4,2,1,2,3
1063991,70,70,3,5,3,1,1,1,79,79
1063992,90,90,5,3,1,4,2,1,923,923
1063993,2,2,3,2,2,2,2,1,2,2
1063994,2,2,2,8,2,2,2,1,2,2
1063995,2,2,2,8,2,2,2,1,2,2
1063996,52,52,4,8,2,2,2,1,52,52
1063997,2,3,4,5,2,2,1,1,2,3
1063998,2,3,4,4,2,2,2,1,2,3
1063999,80,80,6,8,2,12,1,1,81,81
1064000,80,80,3,8,2,2,1,1,81,81
1064001,60,60,3,8,2,2,1,1,60,60
1064002,60,60,4,6,2,2,1,1,60,60
1064003,53,53,2,8,2,11,1,1,53,53
1064004,53,53,3,4,2,2,1,1,53,53
1064005,53,53,4,8,2,2,2,1,53,53
1064006,55,55,3,8,2,2,2,1,55,55
1064007,55,55,3,8,2,2,2,1,55,55
1064008,52,52,4,8,2,2,2,1,52,52
1064009,52,52,3,1,1,10,2,1,52,52
1064010,1,1,2,4,2,2,2,1,1,1
1064011,51,51,2,8,2,11,1,1,51,51
1064012,1,1,2,8,2,11,2,1,1,1
1064013,2,3,2,8,2,11,2,1,2,3
1064014,2,2,3,3,2,1,2,1,2,2
1064015,2,2,4,2,2,2,2,1,2,2
1064016,2,3,7,3,2,12,1,1,2,3
1064017,2,3,2,4,2,2,2,1,2,3
1064018,1,1,4,5,1,3,1,1,1,1
1064019,1,1,6,1,1,12,2,1,1,1
1064020,1,1,2,4,2,4,2,1,1,1
1064021,1,1,3,5,2,4,2,1,1,1
1064022,4,4,1,8,1,11,2,1,4,4
1064023,4,4,3,5,2,5,2,1,4,4
1064024,4,4,5,99,2,5,1,1,4,4
1064025,4,4,2,4,2,2,2,1,4,4
1064026,4,4,3,4,2,2,1,1,4,4
1064027,4,4,1,8,2,11,1,1,4,4
1064028,4,4,5,8,2,10,2,1,4,4
1064029,4,4,2,8,2,11,2,1,4,4
1064030,4,4,4,7,1,5,2,1,4,4
1064031,4,4,3,7,2,2,1,1,4,4
1064032,2,3,3,2,2,3,1,1,2,3
1064033,2,3,4,4,1,5,2,1,2,3
1064034,52,52,3,1,1,13,1,1,52,52
1064035,2,3,3,7,2,2,2,1,2,3
1064036,55,55,1,8,1,11,2,1,55,55
1064037,52,52,3,8,2,2,2,1,52,52
1064038,2,2,2,2,2,2,1,1,2,2
1064039,2,2,2,8,2,11,2,1,2,2
1064040,2,2,2,4,3,1,1,1,2,2
1064041,90,90,4,8,3,10,2,1,921,921
1064042,90,90,5,3,3,2,2,1,921,921
1064043,90,90,5,7,3,2,1,1,921,921
1064044,2,2,2,8,2,11,2,1,2,2
1064045,60,60,1,8,1,11,2,1,60,60
1064046,60,60,4,7,3,2,1,1,60,60
1064047,2,3,3,5,2,2,2,1,2,3
1064048,2,3,3,5,2,3,1,1,2,3
1064049,2,3,4,3,1,5,2,1,2,3
1064050,59,59,7,1,3,12,1,1,58,58
1064051,60,60,4,2,1,5,2,1,60,60
1064052,55,55,1,8,1,11,1,1,55,55
1064053,53,53,2,8,2,11,2,1,53,53
1064054,54,54,4,3,3,2,1,1,54,54
1064055,80,80,3,7,2,1,1,1,82,82
1064056,4,4,2,1,1,4,2,1,4,4
1064057,2,3,5,6,3,2,1,1,2,3
1064058,4,4,2,3,2,2,2,1,4,4
1064059,4,4,3,4,2,5,1,1,4,4
1064060,4,4,4,8,3,2,1,1,4,4
1064061,2,3,1,8,1,11,2,1,2,3
1064062,4,4,2,8,2,11,2,1,4,4
1064063,4,4,2,3,1,5,2,1,4,4
1064064,2,2,2,8,2,11,1,1,2,2
1064065,2,3,5,3,1,3,1,1,2,3
1064066,4,4,4,5,2,2,2,1,4,4
1064067,4,4,5,8,2,10,2,1,4,4
1064068,4,4,2,4,2,8,1,1,4,4
1064069,4,4,2,8,2,11,1,1,4,4
1064070,4,4,2,8,2,11,1,1,4,4
1064071,52,52,4,8,2,2,1,1,52,52
1064072,2,2,4,8,3,1,2,1,2,2
1064073,2,2,4,1,1,3,1,1,2,2
1064074,2,2,3,99,2,1,1,1,2,2
1064075,2,2,1,8,2,11,2,1,2,2
1064076,90,90,7,3,2,12,1,1,921,921
1064077,60,60,5,7,2,1,1,1,60,60
1064078,60,60,5,7,3,1,1,1,60,60
1064079,90,90,5,5,2,4,2,1,921,921
1064080,60,60,2,5,2,2,2,1,60,60
1064081,2,3,4,5,1,2,2,1,2,3
1064082,53,53,1,8,2,11,2,1,53,53
1064083,90,90,3,3,2,2,1,1,942,942
1064084,2,3,1,8,2,10,2,1,2,3
1064085,55,55,3,1,1,4,2,1,55,55
1064086,2,3,1,8,1,11,1,1,2,3
1064087,90,90,3,3,2,1,1,1,901,901
1064088,54,54,3,1,3,5,2,1,54,54
1064089,54,54,3,2,2,2,2,1,54,54
1064090,60,60,3,6,3,2,2,1,60,60
1064091,2,3,6,4,1,3,1,1,2,3
1064092,4,4,2,4,2,2,2,1,4,4
1064093,4,4,3,3,2,4,2,1,4,4
1064094,4,4,5,8,2,1,2,1,4,4
1064095,52,52,2,1,2,2,1,1,52,52
1064096,2,3,3,4,1,3,1,1,2,3
1064097,2,3,1,8,1,11,1,1,2,3
1064098,4,4,4,8,2,10,2,1,4,4
1064099,4,4,2,4,2,2,2,1,4,4
1064100,4,4,2,3,2,3,2,1,4,4
1064101,4,4,2,8,2,11,1,1,4,4
1064102,4,4,1,8,1,11,2,1,4,4
1064103,51,51,1,8,2,11,2,1,51,51
1064104,4,4,2,4,2,4,2,1,4,4
1064105,4,4,5,4,2,2,1,1,4,4
1064106,52,52,3,2,2,2,2,1,52,52
1064107,2,3,4,5,2,1,2,1,2,3
1064108,51,51,6,8,1,12,1,1,51,51
1064109,2,2,3,1,2,5,2,1,2,2
1064110,2,3,5,1,2,3,2,1,2,3
1064111,1,1,7,8,1,12,1,1,1,1
1064112,2,3,5,1,1,4,1,1,2,3
1064113,1,1,7,8,1,10,2,1,1,1
1064114,1,1,7,5,1,1,1,1,1,1
1064115,1,1,4,5,2,4,1,1,1,1
1064116,1,1,2,1,2,4,1,1,1,1
1064117,1,1,3,2,2,4,1,1,1,1
1064118,1,1,4,3,2,1,1,1,1,1
1064119,2,3,3,5,2,2,2,1,2,3
1064120,1,1,4,8,1,1,1,1,1,1
1064121,55,55,4,2,2,5,1,2,55,55
1064122,2,2,2,3,2,2,1,2,2,2
1064123,2,3,5,8,1,12,2,2,2,3
1064124,2,2,2,5,2,2,2,2,2,2
1064125,2,2,3,1,2,5,2,2,2,2
1064126,2,2,4,7,2,1,2,2,2,2
1064127,2,2,3,2,2,2,2,2,2,2
1064128,2,2,5,1,1,6,1,2,2,2
1064129,2,2,4,8,2,10,2,2,2,2
1064130,2,2,2,8,2,5,1,2,2,2
1064131,2,2,2,1,2,4,2,2,2,2
1064132,2,2,2,8,2,11,1,2,2,2
1064133,70,70,5,7,3,2,1,2,74,74
1064134,2,2,3,4,2,1,1,2,2,2
1064135,2,2,3,1,2,2,2,2,2,2
1064136,50,50,2,1,1,5,1,2,50,50
1064137,50,50,5,5,2,5,2,2,50,50
1064138,50,50,2,8,2,11,1,2,50,50
1064139,50,50,5,8,1,10,1,2,50,50
1064140,2,3,4,5,2,2,1,2,2,3
1064141,2,3,1,8,1,11,2,2,2,3
1064142,80,80,3,7,3,2,1,2,81,81
1064143,2,3,2,2,2,9,1,2,2,3
1064144,2,2,2,8,2,13,2,2,2,2
1064145,2,3,1,8,1,11,2,2,2,3
1064146,2,2,6,8,1,12,2,2,2,2
1064147,2,2,3,3,2,2,2,2,2,2
1064148,2,2,3,1,2,5,1,2,2,2
1064149,2,2,5,8,3,12,2,2,2,2
1064150,2,2,2,5,2,4,2,2,2,2
1064151,2,3,5,8,1,1,1,2,2,3
1064152,51,51,7,1,1,1,1,2,51,51
1064153,50,50,4,3,3,1,1,2,50,50
1064154,1,1,7,2,2,1,1,2,1,1
1064155,1,1,4,3,1,1,1,2,1,1
1064156,1,1,4,3,2,1,2,2,1,1
1064157,1,1,7,8,1,12,1,2,1,1
1064158,1,1,5,5,1,1,1,2,1,1
1064159,2,3,4,3,2,2,1,2,2,3
1064160,1,1,4,5,2,1,1,2,1,1
1064161,2,2,2,1,1,5,1,2,2,2
1064162,2,2,3,2,1,1,2,2,2,2
1064163,2,2,2,8,2,11,2,2,2,2
1064164,2,2,2,8,1,5,2,2,2,2
1064165,2,2,4,8,2,5,1,2,2,2
1064166,50,50,2,2,2,3,1,2,50,50
1064167,4,4,6,8,1,10,2,2,4,4
1064168,4,4,4,1,2,1,1,2,4,4
1064169,4,4,4,3,1,2,1,2,4,4
1064170,2,2,4,1,1,5,2,2,2,2
1064171,55,55,6,8,1,10,2,2,55,55
1064172,2,3,7,8,1,1,1,2,2,3
1064173,2,3,2,8,2,11,2,2,2,3
1064174,4,4,5,8,1,1,1,2,4,4
1064175,1,1,7,8,1,12,1,2,1,1
1064176,4,4,2,2,2,4,2,2,4,4
1064177,2,2,6,8,1,12,2,2,2,2
1064178,2,2,5,8,1,1,1,2,2,2
1064179,2,2,3,2,2,2,1,2,2,2
1064180,1,1,3,5,2,5,1,3,1,1
1064181,1,1,2,5,2,5,1,3,1,1
1064182,1,1,2,5,2,4,1,3,1,1
1064183,1,1,4,5,2,4,2,3,1,1
1064184,1,1,3,5,2,4,1,3,1,1
1064185,1,1,6,6,1,1,2,3,1,1
1064186,1,1,3,4,2,10,2,3,1,1
1064187,1,1,5,8,1,10,2,3,1,1
1064188,1,1,6,4,2,12,2,3,1,1
1064189,1,1,4,7,3,1,1,3,1,1
1064190,2,2,3,2,2,4,2,3,2,2
1064191,2,2,2,8,2,11,2,3,2,2
1064192,2,2,2,8,2,7,2,3,2,2
1064193,2,2,2,8,2,11,1,3,2,2
1064194,2,2,3,2,2,2,2,3,2,2
1064195,2,2,3,2,2,2,2,3,2,2
1064196,2,2,2,2,3,2,1,3,2,2
1064197,2,2,3,2,2,4,2,3,2,2
1064198,2,2,3,2,2,1,1,3,2,2
1064199,2,2,2,2,2,3,1,3,2,2
1064200,1,1,4,1,1,10,2,3,1,1
1064201,1,1,2,4,2,5,2,3,1,1
1064202,1,1,6,4,2,1,1,3,1,1
1064203,1,1,3,5,2,2,1,3,1,1
1064204,1,1,7,8,1,12,1,3,1,1
1064205,1,1,4,5,2,4,2,3,1,1
1064206,1,1,2,8,2,11,2,3,1,1
1064207,1,1,3,4,2,4,1,3,1,1
1064208,1,1,5,6,2,1,1,3,1,1
1064209,1,1,7,8,1,12,2,3,1,1
1064210,2,2,2,2,2,2,1,4,2,2
1064211,2,3,2,8,2,11,2,4,2,3
1064212,2,3,2,3,2,4,2,4,2,3
1064213,1,3,4,7,2,2,1,4,1,3
1064214,2,3,2,8,2,11,2,4,2,3
1064215,2,2,3,3,3,2,1,4,2,2
1064216,2,3,2,8,2,11,2,4,2,3
1064217,55,55,5,8,1,10,2,4,55,55
1064218,55,55,5,8,1,6,2,4,55,55
1064219,2,3,2,3,2,2,2,4,2,3
1064220,2,3,2,3,2,4,2,4,2,3
1064221,2,3,2,8,2,11,1,4,2,3
1064222,2,3,2,3,2,2,2,4,2,3
1064223,2,3,3,4,2,2,1,4,2,3
1064224,2,3,1,8,1,11,2,4,2,3
1064225,2,3,4,3,2,2,2,1,2,3
1064226,60,60,4,5,3,2,1,1,60,60
1064227,2,2,7,8,1,12,1,1,2,2
1064228,2,2,2,2,2,5,2,1,2,2
1064229,2,2,3,3,3,2,1,1,2,2
1064230,2,3,5,2,2,5,1,1,2,3
1064231,50,50,4,1,1,2,2,1,50,50
1064232,60,60,2,8,2,2,1,1,60,60
1064233,70,70,3,3,3,2,2,1,72,72
1064234,90,90,2,8,2,2,2,1,931,931
1064235,54,54,5,2,2,5,1,1,54,54
1064236,54,54,3,2,2,2,2,1,54,54
1064237,55,55,4,2,2,2,1,1,55,55
1064238,55,55,3,3,1,5,2,1,55,55
1064239,53,53,3,8,2,2,2,1,53,53
1064240,2,2,3,4,2,2,1,1,2,2
1064241,2,2,3,8,2,2,2,1,2,2
1064242,2,2,2,8,2,11,2,1,2,2
1064243,70,70,4,5,2,2,1,1,73,73
1064244,80,80,5,8,2,2,1,1,81,81
1064245,2,3,4,8,2,2,2,1,2,3
1064246,2,3,4,4,2,2,1,1,2,3
1064247,50,50,5,8,2,12,2,1,50,50
1064248,54,54,3,3,2,2,2,1,54,54
1064249,54,54,5,8,2,2,1,1,54,54
1064250,60,60,3,8,2,2,1,1,60,60
1064251,60,60,2,8,2,2,1,1,60,60
1064252,60,60,3,8,2,2,1,1,60,60
1064253,70,70,3,5,2,2,1,1,73,73
1064254,54,54,4,8,2,2,1,1,54,54
1064255,53,53,3,3,2,2,2,1,53,53
1064256,53,53,5,8,2,12,1,1,53,53
1064257,2,2,5,8,1,2,1,1,2,2
1064258,2,2,2,8,2,11,2,1,2,2
1064259,80,80,3,8,2,2,2,1,82,82
1064260,60,60,2,8,2,2,2,1,60,60
1064261,53,53,3,8,2,2,2,1,53,53
1064262,2,2,2,8,2,11,2,1,2,2
1064263,2,3,2,8,2,2,2,1,2,3
1064264,2,3,4,5,2,2,1,1,2,3
1064265,54,54,5,5,3,2,1,1,54,54
1064266,52,52,4,8,1,10,2,1,52,52
1064267,2,3,5,3,2,2,2,1,2,3
1064268,60,60,3,5,3,2,1,1,60,60
1064269,60,60,3,4,3,2,1,1,60,60
1064270,60,60,5,7,3,2,2,1,60,60
1064271,2,2,3,2,2,2,1,1,2,2
1064272,2,2,3,2,3,2,2,1,2,2
1064273,2,2,2,1,2,2,2,1,2,2
1064274,55,55,2,8,2,11,2,1,55,55
1064275,55,55,3,3,2,3,2,1,55,55
1064276,55,55,3,1,2,5,2,1,55,55
1064277,53,53,3,6,2,1,1,1,53,53
1064278,54,54,1,8,2,11,1,1,54,54
1064279,2,3,2,3,2,5,1,1,2,3
1064280,2,2,3,2,2,2,2,1,2,2
1064281,2,3,3,3,2,2,2,1,2,3
1064282,80,80,7,3,2,12,1,1,81,81
1064283,70,70,2,3,3,3,2,1,72,72
1064284,50,50,2,2,2,2,2,1,50,50
1064285,60,60,3,8,3,1,2,1,60,60
1064286,2,2,2,8,2,11,2,1,2,2
1064287,2,2,3,7,2,1,1,1,2,2
1064288,2,2,3,2,2,4,2,1,2,2
1064289,2,2,2,4,2,2,1,1,2,2
1064290,60,60,1,8,2,11,2,1,60,60
1064291,60,60,1,8,2,11,1,1,60,60
1064292,70,70,3,5,3,1,2,1,78,78
1064293,2,3,2,3,1,5,1,1,2,3
1064294,2,3,1,8,1,11,2,1,2,3
1064295,52,52,2,8,3,11,1,1,52,52
1064296,55,55,4,6,3,2,2,1,55,55
1064297,55,55,2,1,2,5,2,1,55,55
1064298,55,55,3,5,2,1,1,1,55,55
1064299,53,53,2,5,2,2,1,1,53,53
1064300,54,54,3,3,3,2,2,1,54,54
1064301,90,3,3,8,3,2,1,1,901,3
1064302,50,50,4,8,1,10,2,1,50,50
1064303,53,53,2,3,3,2,1,1,53,53
1064304,50,50,3,1,1,3,2,1,50,50
1064305,1,1,4,4,1,2,2,1,1,1
1064306,1,1,4,6,3,1,2,1,1,1
1064307,2,2,3,4,3,1,1,1,2,2
1064308,1,1,2,4,2,2,1,1,1,1
1064309,1,1,3,5,1,1,2,1,1,1
1064310,1,1,3,8,2,10,2,1,1,1
1064311,1,1,4,5,2,4,1,1,1,1
1064312,2,3,2,3,2,5,2,1,2,3
1064313,2,3,3,3,3,2,1,1,2,3
1064314,1,1,4,5,2,5,2,1,1,1
1064315,51,51,5,8,1,10,2,1,51,51
1064316,51,51,3,3,2,2,2,1,51,51
1064317,2,2,1,8,1,11,1,1,2,2
1064318,50,50,3,3,2,4,1,1,50,50
1064319,1,1,4,5,2,2,2,1,1,1
1064320,1,1,3,5,2,4,1,1,1,1
1064321,1,1,3,4,2,4,1,1,1,1
1064322,1,1,2,5,3,2,1,1,1,1
1064323,1,1,1,8,2,11,1,1,1,1
1064324,1,1,5,6,2,2,1,1,1,1
1064325,1,1,5,5,2,2,1,1,1,1
1064326,50,50,2,8,2,11,2,1,50,50
1064327,51,51,2,8,2,11,1,1,51,51
1064328,51,51,2,8,2,11,2,1,51,51
1064329,2,2,5,1,1,12,2,1,2,2
1064330,2,2,3,3,2,1,1,1,2,2
1064331,2,3,3,4,3,2,1,1,2,3
1064332,2,3,5,5,2,1,1,1,2,3
1064333,1,1,2,5,2,4,2,1,1,1
1064334,2,2,2,3,2,1,1,1,2,2
1064335,1,1,4,6,2,2,1,1,1,1
